Chargeback Reference Number,Transaction Date,Filing Date,Settlement Date,Issuer Bank,Merchant Name,Merchant Category,Transaction Amount,Currency,Reason Code,Chargeback Stage,Status,Analyst,SLA Met,Days to File,Days to Resolve,Resolution Channel,Merchant Risk Score,Transaction Type,Card Type,Customer Segment,Fraudulent Transaction,Fraud Type,Case Urgency,Cardholder Country
CBR921273,2023-10-04,2024-01-19,2023-10-29,OCBC,Celcom,Telecom,311.13,NZD,R106 Incorrect Amount,Arbitration,Arbitration Closed,Akmal Danial,No,107,82,In-House Review,67,Subscription,Prepaid,Premium,No,-,Medium,India
CBR790909,2024-05-31,2024-07-05,2024-06-13,UOB,Trip.com,Travel,324.56,BDT,R104 Duplicate Charge,First Chargeback,Under Review,Shazlin Suhaime,Yes,35,22,Automated Dispute System,58,Online,Debit,Premium,No,-,Low,Malaysia
CBR646781,2023-08-07,2023-11-19,2023-09-06,AmBank,Padini,Fashion,440.59,HKD,R105 Cancelled Subscription,Pre-Arbitration,Lost,Shazlin Suhaime,No,104,74,Merchant Coordination,31,Online,Credit,Premium,No,-,Low,Malaysia
CBR416282,2024-08-04,2024-10-19,2024-08-22,HSBC,Malaysia Airlines,Travel,29.98,CNY,R114 Failed Delivery,Arbitration,Timed Out,Shazlin Suhaime,No,76,58,Issuer Portal,71,POS,Debit,Business,No,-,Medium,Singapore
CBR580292,2025-10-03,2025-12-26,2025-10-16,Public Bank,AEON,Grocery,833.6,AED,R114 Failed Delivery,Arbitration,Arbitration Filed,Nadiah Saat,No,84,71,Automated Dispute System,80,QR,Debit,Business,No,-,Medium,Malaysia
CBR774591,2025-01-21,2025-03-14,2025-01-28,Standard Chartered,Malaysia Airlines,Travel,1445.24,CAD,R114 Failed Delivery,Pre-Arbitration,Lost,Shazlin Suhaime,Yes,52,45,Automated Dispute System,55,Subscription,Debit,Business,No,-,Medium,Malaysia
CBR132663,2023-05-29,2023-07-01,2023-06-12,RHB,Disney+,Entertainment,367.5,KRW,R106 Incorrect Amount,Pre-Arbitration,Lost,Shazlin Suhaime,Yes,33,19,Merchant Coordination,35,Wallet,Prepaid,Business,No,-,Low,Malaysia
CBR163780,2024-10-26,2025-01-05,2024-11-15,OCBC,Giant,Grocery,200.67,USD,R105 Cancelled Subscription,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,No,71,51,Manual Investigation,78,Online,Credit,Premium,No,-,Medium,Indonesia
CBR602248,2024-09-25,2024-11-29,2024-10-25,CIMB,AliExpress,E-commerce,1579.62,PHP,R112 Billing Issue,Pre-Arbitration,Lost,Shazlin Suhaime,Yes,65,35,Merchant Coordination,89,Wallet,Credit,Premium,No,-,Medium,Thailand
CBR988456,2023-09-19,2023-11-08,2023-10-16,RHB,Watsons,Retail,747.68,BDT,R109 Fraudulent Activity,Pre-Arbitration,Pre-Arbitration Submitted,Shazlin Suhaime,Yes,50,23,Issuer Portal,42,POS,Debit,Premium,Yes,Friendly Fraud,High,Hong Kong
CBR521126,2024-12-23,2025-03-28,2025-01-17,AmBank,Padini,Fashion,358.65,PHP,R106 Incorrect Amount,Pre-Arbitration,Won,Nadiah Saat,No,95,70,Manual Investigation,80,POS,Credit,Premium,Yes,Friendly Fraud,Medium,Singapore
CBR546980,2024-07-26,2024-09-25,2024-08-17,Bank Islam,Lazada,E-commerce,1996.85,JPY,R102 Services Not Received,First Chargeback,Won,Shazlin Suhaime,Yes,61,39,Manual Investigation,57,QR,Prepaid,Regular,No,-,Medium,Philippines
CBR819425,2024-11-19,2025-02-24,2024-12-02,CIMB,Astro,Subscription,1215.83,CNY,R104 Duplicate Charge,Arbitration,Lost,Akmal Danial,No,97,84,Issuer Portal,44,Online,Debit,Regular,No,-,Medium,Australia
CBR213206,2023-02-26,2023-03-15,2023-03-05,AmBank,Domino,Food & Beverage,569.7,KRW,R109 Fraudulent Activity,Arbitration,Arbitration Filed,Akmal Danial,Yes,17,10,Merchant Coordination,30,Wallet,Debit,Business,Yes,Friendly Fraud,High,Malaysia
CBR614084,2024-03-21,2024-05-18,2024-04-09,Standard Chartered,McDonald,Food & Beverage,1651.91,HKD,R102 Services Not Received,Arbitration,Lost,Akmal Danial,Yes,58,39,Automated Dispute System,72,POS,Credit,Business,No,-,Medium,Japan
CBR847006,2025-02-13,2025-05-04,2025-03-10,Maybank,KFC,Food & Beverage,926.27,AUD,R110 Customer Dispute,First Chargeback,Won,Shazlin Suhaime,No,80,55,Issuer Portal,78,Online,Credit,Regular,No,-,Medium,Malaysia
CBR565108,2023-04-19,2023-06-01,2023-05-03,Standard Chartered,Adidas,Fashion,118.98,ZAR,R105 Cancelled Subscription,Arbitration,Lost,Akmal Danial,Yes,43,29,Merchant Coordination,36,Wallet,Credit,Premium,No,-,Low,Australia
CBR177060,2025-04-11,2025-07-01,2025-04-29,AmBank,Shopee,E-commerce,1238.03,CHF,R106 Incorrect Amount,First Chargeback,Lost,Akmal Danial,No,81,63,Merchant Coordination,69,QR,Debit,Business,No,-,Medium,Malaysia
CBR184714,2023-01-06,2023-03-02,2023-01-28,Maybank,FamilyMart,Grocery,1252.57,CAD,R111 Technical Error,First Chargeback,Lost,Shazlin Suhaime,Yes,55,33,Manual Investigation,62,QR,Credit,Premium,No,-,Medium,Singapore
CBR437758,2024-08-16,2024-11-29,2024-09-13,UOB,Secret Recipe,Food & Beverage,843.1,PHP,R111 Technical Error,First Chargeback,Submitted,Shazlin Suhaime,No,105,77,In-House Review,54,QR,Credit,Business,No,-,Low,United Kingdom
CBR737846,2025-09-29,2025-12-07,2025-10-24,Public Bank,Netflix,Entertainment,1659.41,CAD,R114 Failed Delivery,Arbitration,Timed Out,Nadiah Saat,Yes,69,44,In-House Review,39,Subscription,Debit,Regular,No,-,Medium,Singapore
CBR255539,2024-03-15,2024-05-25,2024-04-04,AmBank,GrabFood,Food & Beverage,1191.08,PHP,R111 Technical Error,Pre-Arbitration,Merchant Refunded,Shazlin Suhaime,No,71,51,Automated Dispute System,82,Wallet,Credit,Premium,No,-,Medium,Singapore
CBR168872,2025-10-05,2025-11-21,2025-11-04,Public Bank,TNG eWallet,Transport,701.0,JPY,R108 Credit Not Processed,Arbitration,Lost,Nadiah Saat,Yes,47,17,Merchant Coordination,70,Online,Credit,Business,Yes,Friendly Fraud,High,Malaysia
CBR232321,2025-08-05,2025-11-04,2025-08-26,Bank Islam,Domino,Food & Beverage,343.46,KRW,R104 Duplicate Charge,Arbitration,Arbitration Filed,Nadiah Saat,No,91,70,In-House Review,51,Wallet,Credit,Premium,No,-,Low,India
CBR388375,2024-05-30,2024-06-26,2024-06-17,Bank Islam,Shopee,E-commerce,1110.16,CHF,R113 Unauthorized Recurring Charge,First Chargeback,Lost,Nadiah Saat,Yes,27,9,Manual Investigation,76,POS,Debit,Regular,Yes,Friendly Fraud,High,Singapore
CBR754644,2023-08-04,2023-09-16,2023-08-17,OCBC,YouTube Premium,Subscription,1444.62,BDT,R110 Customer Dispute,First Chargeback,Under Review,Shazlin Suhaime,Yes,43,30,Issuer Portal,60,QR,Prepaid,Regular,No,-,Medium,Malaysia
CBR763829,2025-11-06,2025-11-24,2025-11-21,HSBC,Econsave,Grocery,706.74,GBP,R113 Unauthorized Recurring Charge,Arbitration,Lost,Shazlin Suhaime,Yes,18,3,Issuer Portal,32,QR,Credit,Regular,Yes,Friendly Fraud,High,Vietnam
CBR713799,2023-12-13,2024-03-13,2023-12-31,OCBC,Expedia,Travel,464.77,ZAR,R107 Late Settlement,Arbitration,Won,Akmal Danial,No,91,73,Automated Dispute System,71,Subscription,Credit,Premium,No,-,Medium,Thailand
CBR674993,2024-11-27,2025-01-13,2024-12-16,AmBank,Agoda,Travel,866.61,THB,R113 Unauthorized Recurring Charge,First Chargeback,Under Review,Shazlin Suhaime,Yes,47,28,Automated Dispute System,51,QR,Prepaid,Regular,Yes,Friendly Fraud,High,Australia
CBR846746,2025-09-06,2025-11-13,2025-10-01,Maybank,Booking.com,Travel,1637.23,SGD,R112 Billing Issue,First Chargeback,Submitted,Shazlin Suhaime,Yes,68,43,Automated Dispute System,81,Online,Credit,Premium,No,-,Medium,Singapore
CBR440981,2023-04-07,2023-05-15,2023-04-24,AmBank,McDonald,Food & Beverage,786.52,NZD,R110 Customer Dispute,Arbitration,Arbitration Closed,Shazlin Suhaime,Yes,38,21,In-House Review,45,Wallet,Credit,Regular,Yes,Phishing,High,India
CBR499407,2024-09-11,2024-10-30,2024-09-26,Public Bank,Boost Juice,Food & Beverage,1779.45,INR,R105 Cancelled Subscription,Pre-Arbitration,Manual Review Required,Nadiah Saat,Yes,49,34,Manual Investigation,31,POS,Prepaid,Premium,No,-,Medium,South Korea
CBR726410,2024-07-31,2024-09-26,2024-08-27,OCBC,Setel,Transport,822.74,USD,R111 Technical Error,First Chargeback,Lost,Shazlin Suhaime,Yes,57,30,Merchant Coordination,33,Subscription,Credit,Premium,No,-,Low,Singapore
CBR656329,2025-02-19,2025-06-04,2025-03-20,HSBC,Klook,Travel,1362.0,BDT,R115 Payment Method Error,First Chargeback,Timed Out,Shazlin Suhaime,No,105,76,Issuer Portal,37,POS,Credit,Business,No,-,Medium,Malaysia
CBR409222,2025-10-07,2026-01-16,2025-10-25,RHB,Celcom,Telecom,1290.99,EUR,R105 Cancelled Subscription,Arbitration,Timed Out,Akmal Danial,No,101,83,Automated Dispute System,30,Wallet,Credit,Premium,No,-,Medium,Malaysia
CBR575755,2025-09-12,2025-10-05,2025-09-19,UOB,PG Mall,E-commerce,1159.67,CNY,R113 Unauthorized Recurring Charge,First Chargeback,Won,Akmal Danial,Yes,23,16,Merchant Coordination,32,Online,Credit,Premium,Yes,Friendly Fraud,High,United States
CBR630108,2023-07-08,2023-08-23,2023-08-01,Bank Islam,Agoda,Travel,1292.75,KRW,R113 Unauthorized Recurring Charge,Pre-Arbitration,Lost,Akmal Danial,Yes,46,22,Merchant Coordination,59,Wallet,Debit,Premium,Yes,Friendly Fraud,High,Malaysia
CBR734836,2025-08-09,2025-09-01,2025-08-25,HSBC,Guardian,Retail,1736.61,CHF,R111 Technical Error,Pre-Arbitration,Lost,Akmal Danial,Yes,23,7,Issuer Portal,85,POS,Prepaid,Regular,No,-,Medium,Thailand
CBR551096,2023-07-09,2023-08-18,2023-07-23,RHB,Giant,Grocery,1328.12,KRW,R109 Fraudulent Activity,Pre-Arbitration,Withdrawn by Cardholder,Akmal Danial,Yes,40,26,Automated Dispute System,77,Wallet,Credit,Premium,Yes,Stolen Card,High,Australia
CBR203996,2025-09-19,2025-10-16,2025-10-04,Standard Chartered,Expedia,Travel,1103.9,IDR,R105 Cancelled Subscription,Arbitration,Won,Akmal Danial,Yes,27,12,In-House Review,70,Online,Debit,Premium,No,-,Medium,India
CBR931621,2025-12-11,2026-02-28,2026-01-09,CIMB,Giant,Grocery,313.26,MYR,R114 Failed Delivery,Arbitration,Lost,Nadiah Saat,No,79,50,In-House Review,68,Online,Debit,Regular,No,-,Medium,South Korea
CBR835869,2024-03-04,2024-04-24,2024-03-23,RHB,Viu,Entertainment,441.8,AUD,R107 Late Settlement,Arbitration,Lost,Nadiah Saat,Yes,51,32,Merchant Coordination,31,Online,Credit,Regular,No,-,Low,Thailand
CBR219971,2024-06-18,2024-08-17,2024-07-06,RHB,Malaysia Airlines,Travel,1611.16,NZD,R102 Services Not Received,First Chargeback,Merchant Refunded,Akmal Danial,Yes,60,42,In-House Review,43,Wallet,Debit,Premium,No,-,Medium,Malaysia
CBR994217,2025-10-07,2025-10-23,2025-10-14,HSBC,Tealive,Food & Beverage,587.95,AED,R106 Incorrect Amount,First Chargeback,Submitted,Akmal Danial,Yes,16,9,Automated Dispute System,81,Wallet,Prepaid,Regular,No,-,Medium,Hong Kong
CBR786516,2025-11-04,2025-11-25,2025-11-14,Public Bank,IKEA,Retail,1135.4,INR,R114 Failed Delivery,First Chargeback,Timed Out,Nadiah Saat,Yes,21,11,Automated Dispute System,52,POS,Prepaid,Business,No,-,Medium,Thailand
CBR782535,2025-09-26,2025-11-19,2025-10-17,Public Bank,Grab,Transport,1175.89,THB,R110 Customer Dispute,Arbitration,Timed Out,Shazlin Suhaime,Yes,54,33,Merchant Coordination,83,POS,Credit,Business,No,-,Medium,Malaysia
CBR906315,2025-08-04,2025-09-01,2025-08-16,HSBC,Nike,Fashion,294.95,PHP,R109 Fraudulent Activity,Arbitration,Arbitration Filed,Nadiah Saat,Yes,28,16,Manual Investigation,62,QR,Debit,Regular,Yes,Stolen Card,Medium,Malaysia
CBR678116,2023-01-10,2023-04-13,2023-02-06,UOB,Digi,Telecom,1372.69,SGD,R106 Incorrect Amount,Arbitration,Lost,Nadiah Saat,No,93,66,Issuer Portal,89,POS,Prepaid,Regular,No,-,Medium,Singapore
CBR855855,2024-09-04,2024-12-29,2024-10-04,AmBank,HBO Go,Subscription,660.05,PHP,R112 Billing Issue,Pre-Arbitration,Pre-Arbitration Rejected,Akmal Danial,No,116,86,Merchant Coordination,78,Online,Prepaid,Business,No,-,Medium,Malaysia
CBR325468,2023-04-26,2023-06-16,2023-05-26,Standard Chartered,Sephora,E-commerce,1770.13,PHP,R110 Customer Dispute,Pre-Arbitration,Merchant Refunded,Shazlin Suhaime,Yes,51,21,Merchant Coordination,48,Subscription,Credit,Business,No,-,Medium,Malaysia
CBR550961,2025-11-26,2026-01-16,2025-12-17,UOB,Starbucks,Food & Beverage,1702.09,INR,R101 Unauthorized Transaction,Arbitration,Timed Out,Shazlin Suhaime,Yes,51,30,Merchant Coordination,62,QR,Debit,Business,Yes,Stolen Card,High,Malaysia
CBR573489,2023-11-04,2023-12-08,2023-12-03,Public Bank,Adidas,Fashion,1329.77,IDR,R109 Fraudulent Activity,Pre-Arbitration,Won,Nadiah Saat,Yes,34,5,Automated Dispute System,53,Subscription,Prepaid,Premium,Yes,Account Takeover,High,Singapore
CBR339592,2025-12-03,2026-01-10,2025-12-19,Standard Chartered,Econsave,Grocery,256.75,HKD,R106 Incorrect Amount,Arbitration,Won,Akmal Danial,Yes,38,22,Manual Investigation,32,Subscription,Credit,Business,Yes,Friendly Fraud,Low,Malaysia
CBR533914,2024-08-09,2024-10-18,2024-08-26,Standard Chartered,Tealive,Food & Beverage,1201.69,HKD,R114 Failed Delivery,Pre-Arbitration,Lost,Shazlin Suhaime,No,70,53,Automated Dispute System,84,QR,Credit,Business,No,-,Medium,Hong Kong
CBR455395,2024-06-16,2024-09-16,2024-06-29,CIMB,AirAsia,Travel,685.13,CHF,R103 Goods Not as Described,Pre-Arbitration,Lost,Nadiah Saat,No,92,79,Manual Investigation,87,POS,Credit,Premium,No,-,Medium,Malaysia
CBR967611,2025-10-09,2026-01-01,2025-10-29,Public Bank,PG Mall,E-commerce,530.7,CNY,R108 Credit Not Processed,Arbitration,Lost,Akmal Danial,No,84,64,Automated Dispute System,60,POS,Debit,Business,No,-,Low,Thailand
CBR575528,2025-07-07,2025-09-15,2025-07-23,CIMB,Watsons,Retail,1897.13,KRW,R102 Services Not Received,Arbitration,Lost,Shazlin Suhaime,No,70,54,Issuer Portal,53,QR,Debit,Premium,No,-,Medium,Malaysia
CBR518098,2024-05-19,2024-07-28,2024-06-06,OCBC,Econsave,Grocery,1246.86,INR,R105 Cancelled Subscription,Pre-Arbitration,Manual Review Required,Akmal Danial,No,70,52,Automated Dispute System,43,Wallet,Debit,Business,No,-,Medium,Malaysia
CBR536196,2023-07-28,2023-11-01,2023-08-25,Bank Islam,FamilyMart,Grocery,1400.21,MYR,R115 Payment Method Error,Pre-Arbitration,Won,Shazlin Suhaime,No,96,68,Issuer Portal,67,QR,Credit,Business,No,-,Medium,Malaysia
CBR865054,2023-05-02,2023-06-02,2023-05-31,UOB,Secret Recipe,Food & Beverage,590.94,INR,R113 Unauthorized Recurring Charge,First Chargeback,Won,Nadiah Saat,Yes,31,2,Merchant Coordination,70,POS,Prepaid,Regular,Yes,Friendly Fraud,High,Indonesia
CBR199704,2023-06-25,2023-08-13,2023-07-09,RHB,Setel,Transport,784.98,BDT,R110 Customer Dispute,Pre-Arbitration,Manual Review Required,Akmal Danial,Yes,49,35,Automated Dispute System,66,Online,Prepaid,Business,No,-,Medium,South Korea
CBR427730,2024-05-10,2024-06-15,2024-06-03,UOB,Astro,Subscription,1294.23,MYR,R109 Fraudulent Activity,First Chargeback,Timed Out,Shazlin Suhaime,Yes,36,12,Manual Investigation,36,Online,Debit,Regular,Yes,Account Takeover,High,Thailand
CBR547494,2023-10-05,2023-11-09,2023-10-13,RHB,Boost Juice,Food & Beverage,814.76,GBP,R103 Goods Not as Described,First Chargeback,Submitted,Akmal Danial,Yes,35,27,Automated Dispute System,67,POS,Prepaid,Premium,No,-,Medium,Malaysia
CBR427704,2023-07-20,2023-09-23,2023-08-17,CIMB,MR.DIY,Retail,1088.97,AUD,R111 Technical Error,Arbitration,Won,Shazlin Suhaime,Yes,65,37,In-House Review,48,Wallet,Prepaid,Premium,No,-,Medium,South Korea
CBR797416,2025-03-05,2025-05-28,2025-03-25,HSBC,Giant,Grocery,867.39,KRW,R102 Services Not Received,First Chargeback,Lost,Akmal Danial,No,84,64,In-House Review,74,QR,Prepaid,Business,No,-,Medium,Malaysia
CBR367271,2025-05-03,2025-07-23,2025-05-22,Public Bank,Netflix,Entertainment,587.74,CAD,R112 Billing Issue,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,No,81,62,Automated Dispute System,79,Wallet,Credit,Regular,No,-,Medium,Indonesia
CBR492483,2024-09-04,2024-12-01,2024-09-30,Bank Islam,AliExpress,E-commerce,815.9,IDR,R108 Credit Not Processed,Pre-Arbitration,Lost,Shazlin Suhaime,No,88,62,Manual Investigation,82,Subscription,Prepaid,Premium,No,-,Medium,India
CBR260053,2025-03-28,2025-05-25,2025-04-09,Public Bank,HBO Go,Subscription,779.4,HKD,R110 Customer Dispute,Pre-Arbitration,Lost,Shazlin Suhaime,No,58,46,Manual Investigation,51,Wallet,Debit,Business,No,-,Low,Malaysia
CBR820184,2023-07-09,2023-09-25,2023-07-29,Maybank,AirAsia,Travel,625.35,KRW,R106 Incorrect Amount,First Chargeback,Under Review,Shazlin Suhaime,No,78,58,Manual Investigation,90,Online,Credit,Business,No,-,Medium,Singapore
CBR597305,2025-07-12,2025-08-19,2025-08-06,CIMB,Digi,Telecom,783.99,PHP,R113 Unauthorized Recurring Charge,Arbitration,Timed Out,Akmal Danial,Yes,38,13,Manual Investigation,66,POS,Prepaid,Regular,Yes,Friendly Fraud,High,Philippines
CBR170394,2025-08-25,2025-12-21,2025-09-22,Bank Islam,Watsons,Retail,1262.14,CNY,R104 Duplicate Charge,Arbitration,Arbitration Filed,Akmal Danial,No,118,90,Issuer Portal,43,POS,Debit,Premium,No,-,Medium,Malaysia
CBR195656,2025-06-11,2025-06-28,2025-06-26,Bank Islam,H&M,Fashion,1962.59,GBP,R113 Unauthorized Recurring Charge,Arbitration,Lost,Nadiah Saat,Yes,17,2,Manual Investigation,62,QR,Credit,Premium,Yes,Friendly Fraud,High,Malaysia
CBR972176,2024-07-09,2024-08-06,2024-07-26,AmBank,foodpanda,Food & Beverage,1170.32,IDR,R113 Unauthorized Recurring Charge,Arbitration,Lost,Nadiah Saat,Yes,28,11,Merchant Coordination,54,Subscription,Prepaid,Business,Yes,Friendly Fraud,High,Singapore
CBR189511,2023-04-04,2023-05-03,2023-04-22,AmBank,GrabFood,Food & Beverage,138.87,CNY,R101 Unauthorized Transaction,Arbitration,Arbitration Filed,Nadiah Saat,Yes,29,11,Merchant Coordination,43,Wallet,Credit,Premium,Yes,Stolen Card,Low,United States
CBR197758,2024-12-23,2025-01-24,2025-01-13,UOB,Agoda,Travel,738.45,CAD,R103 Goods Not as Described,First Chargeback,Additional Info Requested,Nadiah Saat,Yes,32,11,In-House Review,48,Online,Credit,Regular,No,-,Low,Malaysia
CBR552855,2023-07-19,2023-08-23,2023-08-08,HSBC,Amazon,E-commerce,503.87,INR,R109 Fraudulent Activity,Arbitration,Arbitration Filed,Akmal Danial,Yes,35,15,Issuer Portal,66,Wallet,Credit,Regular,Yes,Stolen Card,High,United States
CBR201255,2023-06-01,2023-07-08,2023-06-29,RHB,Traveloka,Travel,1609.91,EUR,R111 Technical Error,Pre-Arbitration,Won,Nadiah Saat,Yes,37,9,Merchant Coordination,35,Online,Prepaid,Business,No,-,Medium,Australia
CBR880758,2023-12-16,2024-01-27,2023-12-28,OCBC,H&M,Fashion,1420.6,CHF,R115 Payment Method Error,Arbitration,Lost,Shazlin Suhaime,Yes,42,30,In-House Review,67,Subscription,Debit,Business,Yes,Friendly Fraud,High,Indonesia
CBR874683,2023-09-25,2023-11-10,2023-10-08,Standard Chartered,eBay,E-commerce,1098.19,PHP,R103 Goods Not as Described,First Chargeback,Won,Shazlin Suhaime,Yes,46,33,Issuer Portal,39,Online,Credit,Premium,Yes,Friendly Fraud,High,Malaysia
CBR490748,2023-10-09,2024-01-28,2023-10-30,UOB,Domino,Food & Beverage,1558.12,CAD,R106 Incorrect Amount,Pre-Arbitration,Lost,Shazlin Suhaime,No,111,90,Merchant Coordination,31,POS,Debit,Premium,No,-,Medium,Indonesia
CBR951201,2023-09-12,2023-10-21,2023-10-02,RHB,Zalora,E-commerce,1915.17,PHP,R110 Customer Dispute,Pre-Arbitration,Pre-Arbitration Rejected,Nadiah Saat,Yes,39,19,Automated Dispute System,87,Subscription,Debit,Business,No,-,Medium,Philippines
CBR236435,2025-03-24,2025-06-01,2025-04-01,CIMB,Uniqlo,Fashion,158.24,THB,R104 Duplicate Charge,Arbitration,Lost,Shazlin Suhaime,No,69,61,Automated Dispute System,81,QR,Prepaid,Premium,No,-,Medium,Japan
CBR683397,2025-10-26,2026-01-14,2025-11-11,CIMB,Domino,Food & Beverage,482.22,JPY,R102 Services Not Received,First Chargeback,Submitted,Akmal Danial,No,80,64,Merchant Coordination,41,POS,Credit,Regular,No,-,Low,Thailand
CBR162894,2023-11-22,2023-12-29,2023-11-30,UOB,Disney+,Entertainment,447.22,CAD,R107 Late Settlement,Pre-Arbitration,Pre-Arbitration Submitted,Shazlin Suhaime,Yes,37,29,Automated Dispute System,59,POS,Debit,Premium,No,-,Low,Malaysia
CBR714953,2025-02-18,2025-04-04,2025-03-11,Maybank,AirAsia,Travel,1789.02,CHF,R107 Late Settlement,Arbitration,Arbitration Closed,Nadiah Saat,Yes,45,24,Merchant Coordination,30,Online,Prepaid,Regular,No,-,Medium,India
CBR688866,2023-01-13,2023-04-13,2023-02-10,UOB,Charles & Keith,Fashion,1101.97,USD,R112 Billing Issue,First Chargeback,Won,Akmal Danial,No,90,62,In-House Review,63,Online,Debit,Business,No,-,Medium,Malaysia
CBR688967,2024-12-06,2025-03-28,2025-01-04,RHB,McDonald,Food & Beverage,409.21,INR,R114 Failed Delivery,First Chargeback,Timed Out,Akmal Danial,No,112,83,In-House Review,85,Online,Prepaid,Business,No,-,Medium,Thailand
CBR445658,2025-01-17,2025-03-30,2025-02-11,AmBank,KFC,Food & Beverage,1936.79,MYR,R112 Billing Issue,Pre-Arbitration,Won,Nadiah Saat,No,72,47,In-House Review,63,Online,Debit,Business,No,-,Medium,Malaysia
CBR802559,2023-03-09,2023-05-07,2023-03-28,CIMB,McDonald,Food & Beverage,827.47,IDR,R103 Goods Not as Described,Arbitration,Lost,Akmal Danial,Yes,59,40,Issuer Portal,84,QR,Debit,Regular,No,-,Medium,Philippines
CBR228168,2023-05-08,2023-07-22,2023-06-06,Maybank,Starbucks,Food & Beverage,1091.02,EUR,R106 Incorrect Amount,First Chargeback,Lost,Akmal Danial,No,75,46,Merchant Coordination,76,Subscription,Debit,Premium,No,-,Medium,Malaysia
CBR530764,2023-11-28,2023-12-19,2023-12-12,RHB,Charles & Keith,Fashion,634.84,HKD,R104 Duplicate Charge,Arbitration,Lost,Shazlin Suhaime,Yes,21,7,Issuer Portal,87,Wallet,Debit,Business,No,-,Medium,Malaysia
CBR470774,2024-03-13,2024-05-30,2024-03-27,CIMB,Mydin,Grocery,1858.51,THB,R105 Cancelled Subscription,First Chargeback,Lost,Nadiah Saat,No,78,64,Merchant Coordination,37,Subscription,Debit,Regular,No,-,Medium,Vietnam
CBR797660,2024-06-26,2024-08-19,2024-07-22,RHB,Celcom,Telecom,1105.84,JPY,R112 Billing Issue,Arbitration,Lost,Shazlin Suhaime,Yes,54,28,Automated Dispute System,71,Online,Prepaid,Premium,No,-,Medium,Vietnam
CBR886730,2025-08-23,2025-10-05,2025-09-15,UOB,Starbucks,Food & Beverage,910.76,MYR,R107 Late Settlement,Arbitration,Won,Akmal Danial,Yes,43,20,In-House Review,31,Wallet,Credit,Regular,Yes,Phishing,High,Philippines
CBR543481,2025-01-29,2025-04-10,2025-02-16,Standard Chartered,Jaya Grocer,Grocery,1785.5,CNY,R111 Technical Error,Arbitration,Arbitration Filed,Shazlin Suhaime,No,71,53,In-House Review,67,Online,Debit,Premium,No,-,Medium,Malaysia
CBR856086,2023-12-02,2024-03-08,2023-12-29,Public Bank,Zalora,E-commerce,60.72,KRW,R105 Cancelled Subscription,Arbitration,Lost,Nadiah Saat,No,97,70,Merchant Coordination,77,QR,Credit,Regular,No,-,Medium,Malaysia
